emp_id,name,salary,department,rank
321,Penny Sims,112850.24,Marketing,60
93,Sean Montgomery,112291.48,Marketing,61
730,Ashley Nash,112090.94,Marketing,62
574,Charles Pierce,111198.68,Marketing,63
261,Michelle Marsh,111151.93,Marketing,64
745,Tonya Charles,111112.47,Marketing,65
988,Louis Hale,110525.99,Marketing,66
11,Joshua Morrison,110516.62,Marketing,67
18,William Ross,109955.05,Marketing,68
232,Chase Cooper,109787.4,Marketing,69
462,Jonathan Anderson,108728.34,Marketing,70
240,Stephen Perez,108571.82,Marketing,71
516,Mrs. Ashley Houston,108348.99,Marketing,72
221,April King,108292.2,Marketing,73
831,Brittany Lynch,107489.1,Marketing,74
173,Lawrence Rodriguez,107115.26,Marketing,75
585,Donna Garner,106677.4,Marketing,76
103,Marie Brown,106460.66,Marketing,77
37,Michael Pineda MD,106322.68,Marketing,78
81,Dustin Mathis,105372.46,Marketing,79
760,Melvin Smith,105371.48,Marketing,80
74,Kelly Love,103617.19,Marketing,81
592,Evan Gordon,102186.65,Marketing,82
913,Christian Robinson,101713.94,Marketing,83
952,Anthony Richardson,101398.33,Marketing,84
297,Jacob Williams,101024.46,Marketing,85
230,Julie Jimenez,100878.86,Marketing,86
757,Adam Mccann,100481.28,Marketing,87
336,William Kent,100299.73,Marketing,88
686,Kimberly Hunter,100260.27,Marketing,89
750,Michaela Davila,100181.92,Marketing,90
558,Jamie Bryant,99480.22,Marketing,91
856,Erica Williams,98282.11,Marketing,92
430,Mathew Edwards,98146.05,Marketing,93
372,Robert Hall,97660.09,Marketing,94
266,Philip Miller,97036.45,Marketing,95
207,Jesse Rivera,96273.02,Marketing,96
837,Joel Long,96179.58,Marketing,97
386,Rebecca Yates,96076.13,Marketing,98
322,Mary Douglas,96066.39,Marketing,99
360,Alyssa Gomez,95601.54,Marketing,100
902,Michelle Lynch,94909.13,Marketing,101
59,Karen Bass,94713.63,Marketing,102
403,Christina Gregory,94424.16,Marketing,103
734,David Shaw,94232.81,Marketing,104
29,Aaron Castro,93908.13,Marketing,105
782,Alexis Gray,92784.6,Marketing,106
738,Jennifer Richards,92628.07,Marketing,107
183,Melissa Campos,92206.55,Marketing,108
148,Amanda Villa,92173.36,Marketing,109
2,Donna Moreno,91170.58,Marketing,110
249,Andre Whitaker,90411.62,Marketing,111
701,Richard Hunter,89903.83,Marketing,112
446,Angela Nelson,89675.4,Marketing,113
586,Chelsea Woods,88782.7,Marketing,114
364,Nathan Jordan,88533.12,Marketing,115
47,Deborah Ortiz,88345.94,Marketing,116
515,Michelle Hall,87072.32,Marketing,117
863,David Huffman,86289.76,Marketing,118
857,Kathleen Snow,86130.45,Marketing,119
307,Meredith Patterson,85786.85,Marketing,120
981,Kimberly Butler,85676.24,Marketing,121
76,Scott Smith,84632.31,Marketing,122
208,Tanya Lozano,83901.5,Marketing,123
974,Ronald Maxwell,83787.7,Marketing,124
442,Sara Herrera,83741.48,Marketing,125
257,Joseph Walker,82635.2,Marketing,126
416,Paul Sanchez,82200.69,Marketing,127
90,Thomas Martin,81306.04,Marketing,128
950,Thomas Bennett,80184.39,Marketing,129
920,Anthony Carson,80082.68,Marketing,130
930,Stacey Gallagher MD,79302.59,Marketing,131
836,Roger Ball,79141.7,Marketing,132
951,Monique Mendoza,77775.22,Marketing,133
269,Lauren Mcdonald,77155.12,Marketing,134
384,Paul Perez DDS,76495.85,Marketing,135
569,Rhonda Larsen,75838.55,Marketing,136
228,Cynthia Berg,74712.79,Marketing,137
562,Michael Davidson,74524.69,Marketing,138
630,Christina Williams,73877.33,Marketing,139
681,Michael Herrera,72790.33,Marketing,140
411,Stephanie Stewart MD,72502.94,Marketing,141
879,Spencer Ellis,72078.94,Marketing,142
8,Aaron Meza,71419.04,Marketing,143
603,Kaitlin King,70449.14,Marketing,144
907,Nicholas Klein,70138.03,Marketing,145
668,Amanda Hansen,69478.74,Marketing,146
35,Alice Conrad,69378.16,Marketing,147
295,Cody Carrillo,68326.34,Marketing,148
923,Christopher Ward,68123.65,Marketing,149
477,Samantha Navarro,67975.54,Marketing,150
471,Troy Taylor,67824.96,Marketing,151
589,Mallory Banks,67624.29,Marketing,152
571,Alicia Willis,66081.44,Marketing,153
194,Adam Bauer,65952.6,Marketing,154
540,Dr. Ryan Smith,65079.62,Marketing,155
137,Amanda Sampson,64526.62,Marketing,156
432,Willie Elliott,64051.41,Marketing,157
155,Jesse Richards,63239.26,Marketing,158
659,Dawn Nelson,61758.02,Marketing,159
457,Dr. Scott Jarvis Jr.,61724.8,Marketing,160
984,Daniel Smith,60583.7,Marketing,161
531,Christina Hawkins,60180.89,Marketing,162
900,Ashley Brooks DVM,59938.33,Marketing,163
870,Manuel Frazier,59310.26,Marketing,164
741,Doris Young,58324.58,Marketing,165
577,Gregory Morrison,57992.22,Marketing,166
25,Daniel Martinez,57907.98,Marketing,167
694,Michael Garcia,57657.95,Marketing,168
624,Kenneth Carson,56683.26,Marketing,169
633,Steven Frye,56676.49,Marketing,170
998,Hayden Wyatt,56080.52,Marketing,171
925,Anne Farrell,55765.08,Marketing,172
937,Brian Goodman,55511.31,Marketing,173
379,Tiffany Cannon,55118.17,Marketing,174
323,Kimberly Roth,54958.89,Marketing,175
210,Laurie Ramirez,54801.62,Marketing,176
434,Dr. Susan Wolf,54307.41,Marketing,177
944,Timothy Garcia,54192.93,Marketing,178
882,Thomas Walker,53953.44,Marketing,179
893,Darryl Lee,53706.71,Marketing,180
334,April Pennington,52821.1,Marketing,181
374,Cole Jones,52445.68,Marketing,182
699,Emily Gallagher,51473.98,Marketing,183
982,Marie Dunn,51114.17,Marketing,184
869,Scott Stone,50847.58,Marketing,185
126,Gregg Wood,50410.93,Marketing,186
20,John Pineda,48227.34,Marketing,187
819,Sarah Frazier,48140.92,Marketing,188
566,Michael Haley,48085.13,Marketing,189
743,Charles Parker,46669.64,Marketing,190
196,Michelle Johnson,45741.33,Marketing,191
703,Shawn Flores,45623.0,Marketing,192
597,Hayden Obrien,45006.03,Marketing,193
901,Eric Medina,44582.26,Marketing,194
575,Cody Peters,44383.37,Marketing,195
530,Anthony Gomez,44187.26,Marketing,196
119,Sheri Odonnell,44166.39,Marketing,197
395,Jose Murphy,43906.3,Marketing,198
229,Angel Leblanc,43858.53,Marketing,199
146,Jasmine Stevens,43410.4,Marketing,200
771,Tammy Turner,43383.38,Marketing,201
436,Laura Watkins,42870.17,Marketing,202
301,Jessica Murphy,42546.85,Marketing,203
912,Erica Bradley,42527.03,Marketing,204
185,Kelly Ramirez,42325.14,Marketing,205
390,Latoya Martin,41324.23,Marketing,206
724,Kelly Bradford,149587.7,Operations,1
420,Vanessa Vasquez,149392.46,Operations,2
542,Jenny Miller,148813.68,Operations,3
117,Lisa Wallace,148365.41,Operations,4
805,Vanessa Costa,147532.82,Operations,5
559,Lisa Benson,147488.61,Operations,6
679,Summer Robinson,146995.43,Operations,7
313,Brett Mccoy,146944.9,Operations,8
891,Timothy Johnson,145630.4,Operations,9
796,Mikayla Thomas,145534.13,Operations,10
704,Diane Barnett,145201.32,Operations,11
650,Matthew Eaton,143680.07,Operations,12
918,Debra Nelson,143301.23,Operations,13
809,Jacob Sullivan,143020.35,Operations,14
91,Heather Chandler,143008.72,Operations,15
329,Rachael Rodriguez,142152.74,Operations,16
972,Joy Vaughn,141356.34,Operations,17
969,Jean Atkinson MD,140961.15,Operations,18
637,Fred Bell,140779.09,Operations,19
192,Danielle White,140585.04,Operations,20
244,Timothy Rivera,140204.05,Operations,21
897,Andrew Martinez,139788.17,Operations,22
999,David Abbott,139246.03,Operations,23
134,Matthew Harrison,138344.32,Operations,24
991,Justin Perry,138146.26,Operations,25
316,Diana Torres,137240.97,Operations,26
960,Danny Cannon,137071.77,Operations,27
154,Richard Combs,136939.11,Operations,28
406,Lori Torres,136386.37,Operations,29
501,Lauren Gonzalez,136364.14,Operations,30
548,Nicole Shelton,135682.63,Operations,31
532,Tiffany Carter,135472.77,Operations,32
34,Heather Bradley,134902.08,Operations,33
352,Lee Rosario,134499.34,Operations,34
12,Lori Martinez,133800.67,Operations,35
570,Alejandro Beck,133644.03,Operations,36
54,William Davidson,133562.82,Operations,37
665,Margaret Frye,133133.39,Operations,38
475,Dylan Franco,132695.1,Operations,39
66,Nancy Woods,132457.0,Operations,40
547,Roger Small,132303.6,Operations,41
304,Allison Torres DDS,131655.4,Operations,42
615,Steven Sherman,131311.71,Operations,43
492,Angela Reed,131127.47,Operations,44
788,Steven Yoder,129934.3,Operations,45
233,David Glenn,129708.11,Operations,46
366,Charles Berry,129224.49,Operations,47
422,Nancy Hall,129213.47,Operations,48
832,Jason Camacho,129054.71,Operations,49
731,Megan Benjamin DDS,128494.9,Operations,50
854,Nancy Clark DDS,127857.55,Operations,51
370,Colleen James,126638.98,Operations,52
170,Mary Smith,126270.5,Operations,53
195,Alicia Powell,126177.37,Operations,54
248,Omar Sosa,124463.17,Operations,55
755,Timothy Tran,124229.72,Operations,56
224,Grace Hill,123414.19,Operations,57
32,Caleb Davis,123357.5,Operations,58
824,Nicole Henderson,122467.96,Operations,59
505,Crystal Fleming,122248.21,Operations,60
673,David Gates,122164.05,Operations,61
784,Cynthia Flowers,121450.84,Operations,62
46,Kelly Miller,121142.92,Operations,63
236,Terry Hayes,119714.64,Operations,64
705,Brent Flores,119092.71,Operations,65
98,Jason Monroe,119026.62,Operations,66
283,Candace Snyder,118117.15,Operations,67
153,Joseph Smith,115681.21,Operations,68
653,Christina Smith,115434.32,Operations,69
345,Thomas Sanchez,113934.15,Operations,70
377,Robin Brady,113354.73,Operations,71
803,Aaron Young,112887.72,Operations,72
144,Shawn Edwards,112825.07,Operations,73
188,Robert Ryan MD,111905.37,Operations,74
715,Sarah Pena,111423.93,Operations,75
396,Cynthia Scott,111232.17,Operations,76
707,Lori Wilson,111056.52,Operations,77
260,Allen Blanchard,110114.93,Operations,78
243,Patrick Ray,109524.04,Operations,79
234,Amy Taylor,108690.03,Operations,80
593,Michael Oneill,107995.04,Operations,81
404,Gary Hanson,107285.54,Operations,82
584,Jason Carter,106273.75,Operations,83
237,Melissa Perry,105175.33,Operations,84
149,Elizabeth Dixon,105157.94,Operations,85
44,Derek Scott,104523.46,Operations,86
487,Christopher Bartlett,104290.38,Operations,87
710,Nicole Waters,104077.35,Operations,88
671,Cynthia Turner,103892.55,Operations,89
72,Chad Holmes,102727.87,Operations,90
262,Mrs. Leslie Neal MD,101666.08,Operations,91
51,Ms. Susan Gibson,99308.87,Operations,92
528,Brandon Bradley,97647.88,Operations,93
159,Frank Hudson,97538.73,Operations,94
970,John Brown,97362.78,Operations,95
627,Nancy Jones,96466.82,Operations,96
661,Michael Cook,95405.68,Operations,97
794,Michael White PhD,95268.55,Operations,98
373,Kayla Carter,92364.12,Operations,99
815,Brian Strong,91047.58,Operations,100
626,Michael Palmer,90597.36,Operations,101
883,Natalie Brooks,90487.42,Operations,102
560,Dennis Frost,89488.56,Operations,103
489,Chris Frank,89066.23,Operations,104
63,Sheri Horton,89052.42,Operations,105
399,Laura Mahoney,88810.51,Operations,106
806,Teresa Larson,88633.06,Operations,107
288,Latasha Brown,88481.38,Operations,108
359,Kimberly Reese,88200.26,Operations,109
216,Catherine Trevino,86663.07,Operations,110
608,Charles Cardenas,84080.62,Operations,111
792,Robert Rivera,84062.7,Operations,112
706,Richard Anderson,83338.84,Operations,113
414,Desiree Arnold,83268.64,Operations,114
698,Cathy Mccoy DVM,82693.9,Operations,115
503,Dr. Charles Taylor PhD,81911.59,Operations,116
896,Haley Cobb DVM,81716.14,Operations,117
535,Brad Stephens,81483.8,Operations,118
507,Melissa Morris,81166.81,Operations,119
852,Dustin Rocha,80514.68,Operations,120
358,Jason Walker,80430.51,Operations,121
500,Vanessa Riley,80301.72,Operations,122
6,Cindy Thomas,80038.13,Operations,123
995,Kelli Henry,80027.67,Operations,124
680,Dr. David Kelly DDS,79671.16,Operations,125
282,Paul Hogan,77335.63,Operations,126
793,Valerie Cline,74714.07,Operations,127
763,Cindy Short,74514.03,Operations,128
274,Casey Barker,74398.89,Operations,129
86,Troy Fleming,74211.49,Operations,130
5,Michelle Gray,73015.17,Operations,131
254,Michael Bass,72460.74,Operations,132
785,Jeffrey Armstrong,71109.37,Operations,133
899,Marie Weber,70176.07,Operations,134
826,Phillip Huff,68682.82,Operations,135
644,Mark Olson DVM,68274.66,Operations,136
16,Tanya Dillon,68160.12,Operations,137
450,Sandra Wright,67815.44,Operations,138
658,Jessica Gonzalez,67231.64,Operations,139
740,Andrea Gill,66871.0,Operations,140
129,Mary Moreno,66801.63,Operations,141
71,Glenn Burton,64106.63,Operations,142
165,Mark Shelton,63322.58,Operations,143
599,Jason Nguyen,63098.67,Operations,144
223,Leonard Mendoza,61437.22,Operations,145
761,Patricia Nelson,61170.06,Operations,146
215,Daniel Cox,60782.03,Operations,147
692,Kelsey Powers,59534.44,Operations,148
888,Allen Harris,58939.24,Operations,149
596,Brandi Long,58754.92,Operations,150
497,Rachel Lawrence,54875.42,Operations,151
246,Tiffany Gordon,54708.38,Operations,152
502,David Kelly,54465.87,Operations,153
198,Kevin Gardner,54453.57,Operations,154
827,Alan Lopez,53674.79,Operations,155
43,Glen Frazier,53112.38,Operations,156
80,Tracy Webster,53020.03,Operations,157
616,Kimberly Taylor,52888.0,Operations,158
433,Anthony Nelson,52462.81,Operations,159
889,Heather Wilson,52286.13,Operations,160
83,Natasha Osborne,52047.39,Operations,161
389,Kenneth Baker,51679.42,Operations,162
380,Daniel Cruz,51644.93,Operations,163
768,Gregory Murphy,51422.25,Operations,164
769,Ashley Harmon MD,51027.97,Operations,165
576,Kayla Davis,51020.12,Operations,166
325,Teresa Gibbs,50330.98,Operations,167
948,Leslie Hunter,49973.11,Operations,168
407,Kyle Reed,49737.21,Operations,169
746,Nancy Gonzalez,48957.87,Operations,170
445,Edward Fleming,48579.8,Operations,171
309,Jessica Little,47645.78,Operations,172
30,Ashley Craig,47031.86,Operations,173
617,Emily Hancock,46790.02,Operations,174
308,Michael Johnston,45783.08,Operations,175
859,James Jacobs,45016.66,Operations,176
916,Elizabeth Contreras,44210.45,Operations,177
53,Amanda Dickerson,43540.18,Operations,178
635,Tammy Porter,43388.01,Operations,179
7,Mr. Andrew Wright,43137.57,Operations,180
578,Eric Webb MD,42423.37,Operations,181
247,Brittany Washington,42089.9,Operations,182
799,Miguel Myers,41376.35,Operations,183
801,Dalton Wilson,41065.47,Operations,184
875,Aaron Wilson,40933.91,Operations,185
